2D,schooId,string,0,1,2,3,4,5
1999_1_22,尚未配置,,;,;,;,;,;,;
1999_1_23,尚未配置,,;,;,;,;,;,;
1999_1_24,尚未配置,,;,;,;,;,;,;
1999_1_25,尚未配置,,;,;,;,;,;,;
1999_1_26,尚未配置,,;,;,;,;,;,;
1999_1_27,尚未配置,,;,;,;,;,;,;
1999_1_28,尚未配置,,;,;,;,;,;,;
1999_1_29,尚未配置,,;,;,;,;,;,;
1999_1_30,尚未配置,,;,;,;,;,;,;
1999_1_31,尚未配置,,;,;,;,;,;,;
1999_2_1,尚未配置,,;,;,;,;,;,;
1999_2_2,尚未配置,,;,;,;,;,;,;
1999_2_3,尚未配置,,;,;,;,;,;,;
1999_2_4,尚未配置,,;,;,;,;,;,;
1999_2_5,尚未配置,,;,;,;,;,;,;
1999_2_6,尚未配置,,;,;,;,;,;,;
1999_2_7,尚未配置,,;,;,;,;,;,;
1999_2_8,尚未配置,,;,;,;,;,;,;
1999_2_9,尚未配置,,;,;,;,;,;,;
1999_2_10,尚未配置,,;,;,;,;,;,;
1999_2_11,尚未配置,,;,;,;,;,;,;
1999_2_12,尚未配置,,;,;,;,;,;,;
1999_2_13,尚未配置,,;,;,;,;,;,;
1999_2_14,尚未配置,,;,;,;,;,;,;
1999_2_15,尚未配置,,;,;,;,;,;,;
1999_2_16,尚未配置,,;,;,;,;,;,;
1999_2_17,尚未配置,,;,;,;,;,;,;
1999_2_18,尚未配置,,;,;,;,;,;,;
1999_2_19,尚未配置,,;,;,;,;,;,;
1999_2_20,尚未配置,,;,;,;,;,;,;
1999_2_21,尚未配置,,;,;,;,;,;,;
1999_2_22,尚未配置,,;,;,;,;,;,;
1999_2_23,尚未配置,,;,;,;,;,;,;
1999_2_24,尚未配置,,;,;,;,;,;,;
1999_2_25,尚未配置,,;,;,;,;,;,;
1999_2_26,尚未配置,,;,;,;,;,;,;
1999_2_27,尚未配置,,;,;,;,;,;,;
1999_2_28,尚未配置,,;,;,;,;,;,;
1999_3_1,尚未配置,,;,;,;,;,;,;
1999_3_2,尚未配置,,;,;,;,;,;,;
1999_3_3,尚未配置,,;,;,;,;,;,;
1999_3_4,尚未配置,,;,;,;,;,;,;
1999_3_5,尚未配置,,;,;,;,;,;,;
1999_3_6,尚未配置,,;,;,;,;,;,;
1999_3_7,尚未配置,,;,;,;,;,;,;
1999_3_8,尚未配置,,;,;,;,;,;,;
1999_3_9,尚未配置,,;,;,;,;,;,;
1999_3_10,尚未配置,,;,;,;,;,;,;
1999_3_11,尚未配置,,;,;,;,;,;,;
1999_3_12,尚未配置,,;,;,;,;,;,;
1999_3_13,尚未配置,,;,;,;,;,;,;
1999_3_14,尚未配置,,;,;,;,;,;,;
1999_3_15,尚未配置,,;,;,;,;,;,;
1999_3_16,尚未配置,,;,;,;,;,;,;
1999_3_17,尚未配置,,;,;,;,;,;,;
1999_3_18,尚未配置,,;,;,;,;,;,;
1999_3_19,尚未配置,,;,;,;,;,;,;
1999_3_20,尚未配置,,;,;,;,;,;,;
1999_3_21,尚未配置,,;,;,;,;,;,;
1999_3_22,尚未配置,,;,;,;,;,;,;
1999_3_23,尚未配置,,;,;,;,;,;,;
1999_3_24,尚未配置,,;,;,;,;,;,;
1999_3_25,尚未配置,,;,;,;,;,;,;
1999_3_26,尚未配置,,;,;,;,;,;,;
1999_3_27,尚未配置,,;,;,;,;,;,;
1999_3_28,尚未配置,,;,;,;,;,;,;
1999_3_29,尚未配置,,;,;,;,;,;,;
1999_3_30,尚未配置,,;,;,;,;,;,;
1999_3_31,尚未配置,,;,;,;,;,;,;
1999_4_1,尚未配置,,;,;,;,;,;,;
1999_4_2,尚未配置,,;,;,;,;,;,;
1999_4_3,尚未配置,,;,;,;,;,;,;
1999_4_4,尚未配置,,;,;,;,;,;,;
1999_4_5,尚未配置,,;,;,;,;,;,;
1999_4_6,尚未配置,,;,;,;,;,;,;
1999_4_7,尚未配置,,;,;,;,;,;,;
1999_4_8,尚未配置,,;,;,;,;,;,;
1999_4_9,尚未配置,,;,;,;,;,;,;
1999_4_10,尚未配置,,;,;,;,;,;,;
1999_4_11,尚未配置,,;,;,;,;,;,;
1999_4_12,尚未配置,,;,;,;,;,;,;
1999_4_13,尚未配置,,;,;,;,;,;,;
1999_4_14,尚未配置,,;,;,;,;,;,;
1999_4_15,尚未配置,,;,;,;,;,;,;
1999_4_16,尚未配置,,;,;,;,;,;,;
1999_4_17,尚未配置,,;,;,;,;,;,;
1999_4_18,尚未配置,,;,;,;,;,;,;
1999_4_19,尚未配置,,;,;,;,;,;,;
1999_4_20,尚未配置,,;,;,;,;,;,;
1999_4_21,尚未配置,,;,;,;,;,;,;
1999_4_22,尚未配置,,;,;,;,;,;,;
1999_4_23,尚未配置,,;,;,;,;,;,;
1999_4_24,尚未配置,,;,;,;,;,;,;
1999_4_25,尚未配置,,;,;,;,;,;,;
1999_4_26,尚未配置,,;,;,;,;,;,;
1999_4_27,尚未配置,,;,;,;,;,;,;
1999_4_28,尚未配置,,;,;,;,;,;,;
1999_4_29,尚未配置,,;,;,;,;,;,;
1999_4_30,尚未配置,,;,;,;,;,;,;
1999_5_1,尚未配置,,;,;,;,;,;,;
1999_5_2,尚未配置,,;,;,;,;,;,;
1999_5_3,尚未配置,,;,;,;,;,;,;
1999_5_4,尚未配置,,;,;,;,;,;,;
1999_5_5,尚未配置,,;,;,;,;,;,;
1999_5_6,尚未配置,,;,;,;,;,;,;
1999_5_7,尚未配置,,;,;,;,;,;,;
1999_5_8,尚未配置,,;,;,;,;,;,;
1999_5_9,尚未配置,,;,;,;,;,;,;
1999_5_10,尚未配置,,;,;,;,;,;,;
1999_5_11,尚未配置,,;,;,;,;,;,;
1999_5_12,尚未配置,,;,;,;,;,;,;
1999_5_13,尚未配置,,;,;,;,;,;,;
1999_5_14,尚未配置,,;,;,;,;,;,;
1999_5_15,尚未配置,,;,;,;,;,;,;
1999_5_16,尚未配置,,;,;,;,;,;,;
1999_5_17,尚未配置,,;,;,;,;,;,;
1999_5_18,尚未配置,,;,;,;,;,;,;
1999_5_19,尚未配置,,;,;,;,;,;,;
1999_5_20,尚未配置,,;,;,;,;,;,;
1999_5_21,尚未配置,,;,;,;,;,;,;
1999_5_22,尚未配置,,;,;,;,;,;,;
1999_5_23,尚未配置,,;,;,;,;,;,;
1999_5_24,尚未配置,,;,;,;,;,;,;
1999_5_25,尚未配置,,;,;,;,;,;,;
1999_5_26,尚未配置,,;,;,;,;,;,;
1999_5_27,尚未配置,,;,;,;,;,;,;
1999_5_28,尚未配置,,;,;,;,;,;,;
1999_5_29,尚未配置,,;,;,;,;,;,;
1999_5_30,尚未配置,,;,;,;,;,;,;
1999_5_31,尚未配置,,;,;,;,;,;,;
1999_6_1,尚未配置,,;,;,;,;,;,;
1999_6_2,尚未配置,,;,;,;,;,;,;
1999_6_3,尚未配置,,;,;,;,;,;,;
1999_6_4,尚未配置,,;,;,;,;,;,;
1999_6_5,尚未配置,,;,;,;,;,;,;
1999_6_6,尚未配置,,;,;,;,;,;,;
1999_6_7,尚未配置,,;,;,;,;,;,;
1999_6_8,尚未配置,,;,;,;,;,;,;
1999_6_9,尚未配置,,;,;,;,;,;,;
1999_6_10,尚未配置,,;,;,;,;,;,;
1999_6_11,尚未配置,,;,;,;,;,;,;
1999_6_12,尚未配置,,;,;,;,;,;,;
1999_6_13,尚未配置,,;,;,;,;,;,;
1999_6_14,尚未配置,,;,;,;,;,;,;
1999_6_15,尚未配置,,;,;,;,;,;,;
1999_6_16,尚未配置,,;,;,;,;,;,;
1999_6_17,尚未配置,,;,;,;,;,;,;
1999_6_18,尚未配置,,;,;,;,;,;,;
1999_6_19,尚未配置,,;,;,;,;,;,;
1999_6_20,尚未配置,,;,;,;,;,;,;
1999_6_21,尚未配置,,;,;,;,;,;,;
1999_6_22,尚未配置,,;,;,;,;,;,;
1999_6_23,尚未配置,,;,;,;,;,;,;
1999_6_24,尚未配置,,;,;,;,;,;,;
1999_6_25,尚未配置,,;,;,;,;,;,;
1999_6_26,尚未配置,,;,;,;,;,;,;
1999_6_27,尚未配置,,;,;,;,;,;,;
1999_6_28,尚未配置,,;,;,;,;,;,;
1999_6_29,尚未配置,,;,;,;,;,;,;
1999_6_30,尚未配置,,;,;,;,;,;,;
1999_7_1,尚未配置,,;,;,;,;,;,;
1999_7_2,尚未配置,,;,;,;,;,;,;
1999_7_3,尚未配置,,;,;,;,;,;,;
1999_7_4,尚未配置,,;,;,;,;,;,;
1999_7_5,尚未配置,,;,;,;,;,;,;
1999_7_6,尚未配置,,;,;,;,;,;,;
1999_7_7,尚未配置,,;,;,;,;,;,;
1999_7_8,尚未配置,,;,;,;,;,;,;
1999_7_9,尚未配置,,;,;,;,;,;,;
1999_7_10,尚未配置,,;,;,;,;,;,;
1999_7_11,尚未配置,,;,;,;,;,;,;
1999_7_12,尚未配置,,;,;,;,;,;,;
1999_7_13,尚未配置,,;,;,;,;,;,;
1999_7_14,尚未配置,,;,;,;,;,;,;
1999_7_15,尚未配置,,;,;,;,;,;,;
1999_7_16,尚未配置,,;,;,;,;,;,;
1999_7_17,尚未配置,,;,;,;,;,;,;
1999_7_18,尚未配置,,;,;,;,;,;,;
1999_7_19,尚未配置,,;,;,;,;,;,;
1999_7_20,尚未配置,,;,;,;,;,;,;
1999_7_21,尚未配置,,;,;,;,;,;,;
1999_7_22,尚未配置,,;,;,;,;,;,;
1999_7_23,尚未配置,,;,;,;,;,;,;
1999_7_24,尚未配置,,;,;,;,;,;,;
1999_7_25,尚未配置,,;,;,;,;,;,;
1999_7_26,尚未配置,,;,;,;,;,;,;
1999_7_27,尚未配置,,;,;,;,;,;,;
1999_7_28,尚未配置,,;,;,;,;,;,;
1999_7_29,尚未配置,,;,;,;,;,;,;
1999_7_30,尚未配置,,;,;,;,;,;,;
1999_7_31,尚未配置,,;,;,;,;,;,;
1999_8_1,尚未配置,,;,;,;,;,;,;
1999_8_2,尚未配置,,;,;,;,;,;,;
1999_8_3,尚未配置,,;,;,;,;,;,;
1999_8_4,尚未配置,,;,;,;,;,;,;
1999_8_5,尚未配置,,;,;,;,;,;,;
1999_8_6,尚未配置,,;,;,;,;,;,;
1999_8_7,尚未配置,,;,;,;,;,;,;
1999_8_8,尚未配置,,;,;,;,;,;,;
1999_8_9,尚未配置,,;,;,;,;,;,;
1999_8_10,尚未配置,,;,;,;,;,;,;
1999_8_11,尚未配置,,;,;,;,;,;,;
1999_8_12,尚未配置,,;,;,;,;,;,;
1999_8_13,尚未配置,,;,;,;,;,;,;
1999_8_14,尚未配置,,;,;,;,;,;,;
1999_8_15,尚未配置,,;,;,;,;,;,;
1999_8_16,尚未配置,,;,;,;,;,;,;
1999_8_17,尚未配置,,;,;,;,;,;,;
1999_8_18,尚未配置,,;,;,;,;,;,;
1999_8_19,尚未配置,,;,;,;,;,;,;
1999_8_20,尚未配置,,;,;,;,;,;,;
1999_8_21,尚未配置,,;,;,;,;,;,;
1999_8_22,尚未配置,,;,;,;,;,;,;
1999_8_23,尚未配置,,;,;,;,;,;,;
1999_8_24,尚未配置,,;,;,;,;,;,;
1999_8_25,尚未配置,,;,;,;,;,;,;
1999_8_26,尚未配置,,;,;,;,;,;,;
1999_8_27,尚未配置,,;,;,;,;,;,;
1999_8_28,尚未配置,,;,;,;,;,;,;
1999_8_29,尚未配置,,;,;,;,;,;,;
1999_8_30,尚未配置,,;,;,;,;,;,;
1999_8_31,尚未配置,,;,;,;,;,;,;
1999_9_1,尚未配置,,;,;,;,;,;,;
1999_9_2,尚未配置,,;,;,;,;,;,;
1999_9_3,尚未配置,,;,;,;,;,;,;
1999_9_4,尚未配置,,;,;,;,;,;,;
1999_9_5,尚未配置,,;,;,;,;,;,;
1999_9_6,尚未配置,,;,;,;,;,;,;
1999_9_7,尚未配置,,;,;,;,;,;,;
1999_9_8,尚未配置,,;,;,;,;,;,;
1999_9_9,尚未配置,,;,;,;,;,;,;
1999_9_10,尚未配置,,;,;,;,;,;,;
1999_9_11,尚未配置,,;,;,;,;,;,;
1999_9_12,尚未配置,,;,;,;,;,;,;
1999_9_13,尚未配置,,;,;,;,;,;,;
1999_9_14,尚未配置,,;,;,;,;,;,;
1999_9_15,尚未配置,,;,;,;,;,;,;
1999_9_16,尚未配置,,;,;,;,;,;,;
1999_9_17,尚未配置,,;,;,;,;,;,;
1999_9_18,尚未配置,,;,;,;,;,;,;
1999_9_19,尚未配置,,;,;,;,;,;,;
1999_9_20,尚未配置,,;,;,;,;,;,;
1999_9_21,尚未配置,,;,;,;,;,;,;
1999_9_22,尚未配置,,;,;,;,;,;,;
1999_9_23,尚未配置,,;,;,;,;,;,;
1999_9_24,尚未配置,,;,;,;,;,;,;
1999_9_25,尚未配置,,;,;,;,;,;,;
1999_9_26,尚未配置,,;,;,;,;,;,;
1999_9_27,尚未配置,,;,;,;,;,;,;
1999_9_28,尚未配置,,;,;,;,;,;,;
1999_9_29,尚未配置,,;,;,;,;,;,;
1999_9_30,尚未配置,,;,;,;,;,;,;
1999_10_1,尚未配置,,;,;,;,;,;,;
1999_10_2,尚未配置,,;,;,;,;,;,;
1999_10_3,尚未配置,,;,;,;,;,;,;
1999_10_4,尚未配置,,;,;,;,;,;,;
1999_10_5,尚未配置,,;,;,;,;,;,;
1999_10_6,尚未配置,,;,;,;,;,;,;
1999_10_7,尚未配置,,;,;,;,;,;,;
1999_10_8,尚未配置,,;,;,;,;,;,;
1999_10_9,尚未配置,,;,;,;,;,;,;
1999_10_10,尚未配置,,;,;,;,;,;,;
1999_10_11,尚未配置,,;,;,;,;,;,;
1999_10_12,尚未配置,,;,;,;,;,;,;
1999_10_13,尚未配置,,;,;,;,;,;,;
1999_10_14,尚未配置,,;,;,;,;,;,;
1999_10_15,尚未配置,,;,;,;,;,;,;
1999_10_16,尚未配置,,;,;,;,;,;,;
1999_10_17,尚未配置,,;,;,;,;,;,;
1999_10_18,尚未配置,,;,;,;,;,;,;
1999_10_19,尚未配置,,;,;,;,;,;,;
1999_10_20,尚未配置,,;,;,;,;,;,;
1999_10_21,尚未配置,,;,;,;,;,;,;
1999_10_22,尚未配置,,;,;,;,;,;,;
1999_10_23,尚未配置,,;,;,;,;,;,;
1999_10_24,尚未配置,,;,;,;,;,;,;
1999_10_25,尚未配置,,;,;,;,;,;,;
1999_10_26,尚未配置,,;,;,;,;,;,;
1999_10_27,尚未配置,,;,;,;,;,;,;
1999_10_28,尚未配置,,;,;,;,;,;,;
1999_10_29,尚未配置,,;,;,;,;,;,;
1999_10_30,尚未配置,,;,;,;,;,;,;
1999_10_31,尚未配置,,;,;,;,;,;,;
1999_11_1,尚未配置,,;,;,;,;,;,;
1999_11_2,尚未配置,,;,;,;,;,;,;
1999_11_3,尚未配置,,;,;,;,;,;,;
1999_11_4,尚未配置,,;,;,;,;,;,;
1999_11_5,尚未配置,,;,;,;,;,;,;
1999_11_6,尚未配置,,;,;,;,;,;,;
1999_11_7,尚未配置,,;,;,;,;,;,;
1999_11_8,尚未配置,,;,;,;,;,;,;
1999_11_9,尚未配置,,;,;,;,;,;,;
1999_11_10,尚未配置,,;,;,;,;,;,;
1999_11_11,尚未配置,,;,;,;,;,;,;
1999_11_12,尚未配置,,;,;,;,;,;,;
1999_11_13,尚未配置,,;,;,;,;,;,;
1999_11_14,尚未配置,,;,;,;,;,;,;
1999_11_15,尚未配置,,;,;,;,;,;,;
1999_11_16,尚未配置,,;,;,;,;,;,;
1999_11_17,尚未配置,,;,;,;,;,;,;
1999_11_18,尚未配置,,;,;,;,;,;,;
1999_11_19,尚未配置,,;,;,;,;,;,;
1999_11_20,尚未配置,,;,;,;,;,;,;
1999_11_21,尚未配置,,;,;,;,;,;,;
1999_11_22,尚未配置,,;,;,;,;,;,;
1999_11_23,尚未配置,,;,;,;,;,;,;
1999_11_24,尚未配置,,;,;,;,;,;,;
1999_11_25,尚未配置,,;,;,;,;,;,;
1999_11_26,尚未配置,,;,;,;,;,;,;
1999_11_27,尚未配置,,;,;,;,;,;,;
1999_11_28,尚未配置,,;,;,;,;,;,;
1999_11_29,尚未配置,,;,;,;,;,;,;
1999_11_30,尚未配置,,;,;,;,;,;,;
1999_12_1,尚未配置,,;,;,;,;,;,;
1999_12_2,尚未配置,,;,;,;,;,;,;
1999_12_3,尚未配置,,;,;,;,;,;,;
1999_12_4,尚未配置,,;,;,;,;,;,;
1999_12_5,尚未配置,,;,;,;,;,;,;
1999_12_6,尚未配置,,;,;,;,;,;,;
1999_12_7,尚未配置,,;,;,;,;,;,;
1999_12_8,尚未配置,,;,;,;,;,;,;
1999_12_9,尚未配置,,;,;,;,;,;,;
1999_12_10,尚未配置,,;,;,;,;,;,;
1999_12_11,尚未配置,,;,;,;,;,;,;
1999_12_12,尚未配置,,;,;,;,;,;,;
1999_12_13,尚未配置,,;,;,;,;,;,;
1999_12_14,尚未配置,,;,;,;,;,;,;
1999_12_15,尚未配置,,;,;,;,;,;,;
1999_12_16,尚未配置,,;,;,;,;,;,;
1999_12_17,尚未配置,,;,;,;,;,;,;
1999_12_18,尚未配置,,;,;,;,;,;,;
1999_12_19,尚未配置,,;,;,;,;,;,;
1999_12_20,尚未配置,,;,;,;,;,;,;
1999_12_21,尚未配置,,;,;,;,;,;,;
1999_12_22,尚未配置,,;,;,;,;,;,;
1999_12_23,尚未配置,,;,;,;,;,;,;
1999_12_24,尚未配置,,;,;,;,;,;,;
1999_12_25,尚未配置,,;,;,;,;,;,;
1999_12_26,尚未配置,,;,;,;,;,;,;
1999_12_27,尚未配置,,;,;,;,;,;,;
1999_12_28,尚未配置,,;,;,;,;,;,;
1999_12_29,尚未配置,,;,;,;,;,;,;
1999_12_30,尚未配置,,;,;,;,;,;,;
1999_12_31,尚未配置,,;,;,;,;,;,;
2000_1_1,尚未配置,,;,;,;,;,;,;
2000_1_2,尚未配置,,;,;,;,;,;,;
2000_1_3,尚未配置,,;,;,;,;,;,;
2000_1_4,尚未配置,,;,;,;,;,;,;
2000_1_5,尚未配置,,;,;,;,;,;,;
2000_1_6,尚未配置,,;,;,;,;,;,;
2000_1_7,尚未配置,,;,;,;,;,;,;
2000_1_8,尚未配置,,;,;,;,;,;,;
2000_1_9,尚未配置,,;,;,;,;,;,;
2000_1_10,尚未配置,,;,;,;,;,;,;
2000_1_11,尚未配置,,;,;,;,;,;,;
2000_1_12,尚未配置,,;,;,;,;,;,;
2000_1_13,尚未配置,,;,;,;,;,;,;
2000_1_14,尚未配置,,;,;,;,;,;,;
2000_1_15,尚未配置,,;,;,;,;,;,;
2000_1_16,尚未配置,,;,;,;,;,;,;
2000_1_17,尚未配置,,;,;,;,;,;,;
2000_1_18,尚未配置,,;,;,;,;,;,;
2000_1_19,尚未配置,,;,;,;,;,;,;
2000_1_20,尚未配置,,;,;,;,;,;,;
2000_1_21,尚未配置,,;,;,;,;,;,;
2000_1_22,尚未配置,,;,;,;,;,;,;
2000_1_23,尚未配置,,;,;,;,;,;,;
2000_1_24,尚未配置,,;,;,;,;,;,;
2000_1_25,尚未配置,,;,;,;,;,;,;
2000_1_26,尚未配置,,;,;,;,;,;,;
2000_1_27,尚未配置,,;,;,;,;,;,;
2000_1_28,尚未配置,,;,;,;,;,;,;
2000_1_29,尚未配置,,;,;,;,;,;,;
2000_1_30,尚未配置,,;,;,;,;,;,;
2000_1_31,尚未配置,,;,;,;,;,;,;
2000_2_1,尚未配置,,;,;,;,;,;,;
2000_2_2,尚未配置,,;,;,;,;,;,;
2000_2_3,尚未配置,,;,;,;,;,;,;
2000_2_4,尚未配置,,;,;,;,;,;,;
2000_2_5,尚未配置,,;,;,;,;,;,;
2000_2_6,尚未配置,,;,;,;,;,;,;
2000_2_7,尚未配置,,;,;,;,;,;,;
2000_2_8,尚未配置,,;,;,;,;,;,;
2000_2_9,尚未配置,,;,;,;,;,;,;
2000_2_10,尚未配置,,;,;,;,;,;,;
2000_2_11,尚未配置,,;,;,;,;,;,;
2000_2_12,尚未配置,,;,;,;,;,;,;
2000_2_13,尚未配置,,;,;,;,;,;,;
2000_2_14,尚未配置,,;,;,;,;,;,;
2000_2_15,尚未配置,,;,;,;,;,;,;
2000_2_16,尚未配置,,;,;,;,;,;,;
2000_2_17,尚未配置,,;,;,;,;,;,;
2000_2_18,尚未配置,,;,;,;,;,;,;
2000_2_19,尚未配置,,;,;,;,;,;,;
2000_2_20,尚未配置,,;,;,;,;,;,;
2000_2_21,尚未配置,,;,;,;,;,;,;
2000_2_22,尚未配置,,;,;,;,;,;,;
2000_2_23,尚未配置,,;,;,;,;,;,;
2000_2_24,尚未配置,,;,;,;,;,;,;
2000_2_25,尚未配置,,;,;,;,;,;,;
2000_2_26,尚未配置,,;,;,;,;,;,;
2000_2_27,尚未配置,,;,;,;,;,;,;
2000_2_28,尚未配置,,;,;,;,;,;,;
2000_2_29,尚未配置,,;,;,;,;,;,;
2000_3_1,尚未配置,,;,;,;,;,;,;
2000_3_2,尚未配置,,;,;,;,;,;,;
2000_3_3,尚未配置,,;,;,;,;,;,;
2000_3_4,尚未配置,,;,;,;,;,;,;
2000_3_5,尚未配置,,;,;,;,;,;,;
2000_3_6,尚未配置,,;,;,;,;,;,;
2000_3_7,尚未配置,,;,;,;,;,;,;
2000_3_8,尚未配置,,;,;,;,;,;,;
2000_3_9,尚未配置,,;,;,;,;,;,;
2000_3_10,尚未配置,,;,;,;,;,;,;
2000_3_11,尚未配置,,;,;,;,;,;,;
2000_3_12,尚未配置,,;,;,;,;,;,;
2000_3_13,尚未配置,,;,;,;,;,;,;
2000_3_14,尚未配置,,;,;,;,;,;,;
2000_3_15,尚未配置,,;,;,;,;,;,;
2000_3_16,尚未配置,,;,;,;,;,;,;
2000_3_17,尚未配置,,;,;,;,;,;,;
2000_3_18,尚未配置,,;,;,;,;,;,;
2000_3_19,尚未配置,,;,;,;,;,;,;
2000_3_20,尚未配置,,;,;,;,;,;,;
2000_3_21,尚未配置,,;,;,;,;,;,;
2000_3_22,尚未配置,,;,;,;,;,;,;
2000_3_23,尚未配置,,;,;,;,;,;,;
2000_3_24,尚未配置,,;,;,;,;,;,;
2000_3_25,尚未配置,,;,;,;,;,;,;
2000_3_26,尚未配置,,;,;,;,;,;,;
2000_3_27,尚未配置,,;,;,;,;,;,;
2000_3_28,尚未配置,,;,;,;,;,;,;
2000_3_29,尚未配置,,;,;,;,;,;,;
2000_3_30,尚未配置,,;,;,;,;,;,;
2000_3_31,尚未配置,,;,;,;,;,;,;
2000_4_1,尚未配置,,;,;,;,;,;,;
2000_4_2,尚未配置,,;,;,;,;,;,;
2000_4_3,尚未配置,,;,;,;,;,;,;
2000_4_4,尚未配置,,;,;,;,;,;,;
2000_4_5,尚未配置,,;,;,;,;,;,;
2000_4_6,尚未配置,,;,;,;,;,;,;
2000_4_7,尚未配置,,;,;,;,;,;,;
2000_4_8,尚未配置,,;,;,;,;,;,;
2000_4_9,尚未配置,,;,;,;,;,;,;
2000_4_10,尚未配置,,;,;,;,;,;,;
2000_4_11,尚未配置,,;,;,;,;,;,;
2000_4_12,尚未配置,,;,;,;,;,;,;
2000_4_13,尚未配置,,;,;,;,;,;,;
2000_4_14,尚未配置,,;,;,;,;,;,;
2000_4_15,尚未配置,,;,;,;,;,;,;
2000_4_16,尚未配置,,;,;,;,;,;,;
2000_4_17,尚未配置,,;,;,;,;,;,;
2000_4_18,尚未配置,,;,;,;,;,;,;
2000_4_19,尚未配置,,;,;,;,;,;,;
2000_4_20,尚未配置,,;,;,;,;,;,;
2000_4_21,尚未配置,,;,;,;,;,;,;
2000_4_22,尚未配置,,;,;,;,;,;,;
2000_4_23,尚未配置,,;,;,;,;,;,;
2000_4_24,尚未配置,,;,;,;,;,;,;
2000_4_25,尚未配置,,;,;,;,;,;,;
2000_4_26,尚未配置,,;,;,;,;,;,;
2000_4_27,尚未配置,,;,;,;,;,;,;
2000_4_28,尚未配置,,;,;,;,;,;,;
2000_4_29,尚未配置,,;,;,;,;,;,;
2000_4_30,尚未配置,,;,;,;,;,;,;
2000_5_1,尚未配置,,;,;,;,;,;,;
2000_5_2,尚未配置,,;,;,;,;,;,;
2000_5_3,尚未配置,,;,;,;,;,;,;
2000_5_4,尚未配置,,;,;,;,;,;,;
2000_5_5,尚未配置,,;,;,;,;,;,;
2000_5_6,尚未配置,,;,;,;,;,;,;
2000_5_7,尚未配置,,;,;,;,;,;,;
2000_5_8,尚未配置,,;,;,;,;,;,;
2000_5_9,尚未配置,,;,;,;,;,;,;
2000_5_10,尚未配置,,;,;,;,;,;,;
2000_5_11,尚未配置,,;,;,;,;,;,;
2000_5_12,尚未配置,,;,;,;,;,;,;
2000_5_13,尚未配置,,;,;,;,;,;,;
2000_5_14,尚未配置,,;,;,;,;,;,;
2000_5_15,尚未配置,,;,;,;,;,;,;
2000_5_16,尚未配置,,;,;,;,;,;,;
2000_5_17,尚未配置,,;,;,;,;,;,;
2000_5_18,尚未配置,,;,;,;,;,;,;
2000_5_19,尚未配置,,;,;,;,;,;,;
2000_5_20,尚未配置,,;,;,;,;,;,;
2000_5_21,尚未配置,,;,;,;,;,;,;
2000_5_22,尚未配置,,;,;,;,;,;,;
2000_5_23,尚未配置,,;,;,;,;,;,;
2000_5_24,尚未配置,,;,;,;,;,;,;
2000_5_25,尚未配置,,;,;,;,;,;,;
2000_5_26,尚未配置,,;,;,;,;,;,;
2000_5_27,尚未配置,,;,;,;,;,;,;
2000_5_28,尚未配置,,;,;,;,;,;,;
2000_5_29,尚未配置,,;,;,;,;,;,;
2000_5_30,尚未配置,,;,;,;,;,;,;
2000_5_31,尚未配置,,;,;,;,;,;,;
2000_6_1,尚未配置,,;,;,;,;,;,;
2000_6_2,尚未配置,,;,;,;,;,;,;
2000_6_3,尚未配置,,;,;,;,;,;,;
2000_6_4,尚未配置,,;,;,;,;,;,;
2000_6_5,尚未配置,,;,;,;,;,;,;
2000_6_6,尚未配置,,;,;,;,;,;,;
2000_6_7,尚未配置,,;,;,;,;,;,;
2000_6_8,尚未配置,,;,;,;,;,;,;
2000_6_9,尚未配置,,;,;,;,;,;,;
2000_6_10,尚未配置,,;,;,;,;,;,;
2000_6_11,尚未配置,,;,;,;,;,;,;
2000_6_12,尚未配置,,;,;,;,;,;,;
2000_6_13,尚未配置,,;,;,;,;,;,;
2000_6_14,尚未配置,,;,;,;,;,;,;
2000_6_15,尚未配置,,;,;,;,;,;,;
2000_6_16,尚未配置,,;,;,;,;,;,;
2000_6_17,尚未配置,,;,;,;,;,;,;
2000_6_18,尚未配置,,;,;,;,;,;,;
2000_6_19,尚未配置,,;,;,;,;,;,;
2000_6_20,尚未配置,,;,;,;,;,;,;
2000_6_21,尚未配置,,;,;,;,;,;,;
2000_6_22,尚未配置,,;,;,;,;,;,;
2000_6_23,尚未配置,,;,;,;,;,;,;
2000_6_24,尚未配置,,;,;,;,;,;,;
2000_6_25,尚未配置,,;,;,;,;,;,;
2000_6_26,尚未配置,,;,;,;,;,;,;
2000_6_27,尚未配置,,;,;,;,;,;,;
2000_6_28,尚未配置,,;,;,;,;,;,;
2000_6_29,尚未配置,,;,;,;,;,;,;
2000_6_30,尚未配置,,;,;,;,;,;,;
2000_7_1,尚未配置,,;,;,;,;,;,;
2000_7_2,尚未配置,,;,;,;,;,;,;
2000_7_3,尚未配置,,;,;,;,;,;,;
2000_7_4,尚未配置,,;,;,;,;,;,;
2000_7_5,尚未配置,,;,;,;,;,;,;
2000_7_6,尚未配置,,;,;,;,;,;,;
2000_7_7,尚未配置,,;,;,;,;,;,;
2000_7_8,尚未配置,,;,;,;,;,;,;
2000_7_9,尚未配置,,;,;,;,;,;,;
2000_7_10,尚未配置,,;,;,;,;,;,;
2000_7_11,尚未配置,,;,;,;,;,;,;
